name,s,e,c
LIN28A,13119,13619,13369
LIN28B,583727,584227,583977
LIN37,1347601,1348101,1347851
LIN52,1137001,1137501,1137251
LIN54,386946,387456,387206;387204;387196
LIN7A,1015880,1016380,1016130
LIN7B,1354290,1354790,1354540
LIN7C,921475,921975,921725
LIN9,112999,113499,113249;113249;113249
LINGO1,1192363,1192895,1192613;1192645;1192613
LINGO2,783353,784171,783603;783921
LINGO3,1330627,1331127,1330877
LINS1,1203972,1204472,1204222
LIPA,885448,885948,885698;885698
LIPC,1182762,1183263,1183013;1183012
LIPE,1350947,1351447,1351197
LIPF,885155,885655,885405
LIPG,1313987,1314487,1314237
LIPH,338612,339112,338862
LIPI,1398351,1398851,1398601
LIPJ,885116,885616,885366
LIPM,885224,885724,885474
LIPT1,174262,174764,174512;174514
LIPT2,944813,945313,945063
LITAF,1210505,1211007,1210757;1210757;1210755
LIX1,488806,489306,489056
LIX1L,72489,72989,72739
LKAAEAR1,1390404,1390808,1390654
LLGL1,1258909,1259409,1259159
LLGL2,1286605,1287110,1286855;1286860
LLPH,1008477,1008977,1008727
LMAN1,1318956,1319456,1319206
LMAN1L,1190953,1191453,1191203
LMAN2,528956,529456,529206
LMAN2L,173079,173579,173329
LMBR1,694925,695425,695175
LMBR1L,999967,1000467,1000217
LMBRD2,458642,459142,458892
LMCD1,250248,250748,250498;250498
LMF1,1205177,1205677,1205427
LMF2,1440098,1440526,1440348
LMLN,344820,345237,345070
LMNA,77777,78298,78043;78027;78048
LMNB1,503623,504123,503873;503873
LMNB2,1330710,1331210,1330960
LMNTD1,988068,988615,988365;988318
LMNTD2,907991,908491,908241
LMO1,911853,912356,912103;912106;912103
LMO2,924656,925156,924906
LMO3,983591,984095,983844;983845;983845;983844;983841;983844;983844
LMO4,43648,44148,43898;43898
LMO7,1080308,1080822,1080558;1080572
LMO7DN,1080363,1080863,1080613
LMOD1,100708,101208,100958
LMOD2,678230,678730,678480
LMOD3,280562,281062,280812
LMTK2,665451,665951,665701
LMTK3,1353990,1354490,1354240
LMX1A,82413,82913,82663;82663
LMX1B,834024,834524,834274
LNPEP,488702,489214,488952;488952;488964
LNX1,372201,372717,372451;372467;372467
LNX2,1056238,1056738,1056488
LOC51064,688063,688563,688313
LOC51185,247587,248087,247837
LOC51705,395708,396208,395958
LOC51706,101219,101719,101469
LOC57019,1233407,1233907,1233657
LOC57862,1136902,1137402,1137152
LONP1,1332341,1332842,1332592;1332591;1332592;1332592
LONP2,1228806,1229306,1229056
LONRF1,702459,702959,702709
LONRF2,174846,175346,175096
LONRF3,1499332,1499832,1499582
LOR,76367,76867,76617
LOX,501273,501773,501523
LOXHD1,1312492,1313012,1312762;1312742
LOXL1,1190510,1191010,1190760
LOXL2,707783,708283,708033
LOXL3,161767,162267,162017
LOXL4,889956,890456,890206
LPA,611567,612067,611817
LPAR1,826216,826736,826486;826466
LPAR2,1339351,1339851,1339601
LPAR3,42430,42930,42680
LPAR4,1479279,1479779,1479529
LPAR5,978585,979087,978835;978837
LPAR6,1066634,1067150,1066884;1066891;1066900
LPCAT1,441329,441829,441579
LPCAT2,1232438,1232938,1232688
LPCAT4,1170730,1171230,1170980
LPGAT1,105752,106253,106003;106002
LPIN1,130285,130820,130570;130535;130559
LPIN2,1291934,1292448,1292184;1292198
LPIN3,1379031,1379531,1379281
LPL,706051,706551,706301;706301
LPO,1278004,1278504,1278254
LPP,339948,340501,340251;340198
LPXN,936882,937383,937133;937132
LR8,691831,692331,692081
LRAT,422819,423321,423071;423069
LRBA,420956,421457,421207;421206;421207
LRCH1,1065704,1066204,1065954;1065954
LRCH2,1497512,1498012,1497762
LRCH3,344736,345236,344986
LRCH4,666674,667174,666924
LRCOL1,1041808,1042308,1042058
LRFN2,551299,551802,551549;551552
LRFN3,1347696,1348196,1347946
LRFN4,941023,941523,941273
LRFN5,1120764,1121392,1121014;1121142
LRG1,1331752,1332252,1332002
LRGUK,683489,683989,683739
LRIF1,55503,56004,55754;55753
LRIG1,279252,279752,279502;279502
LRIG2,56558,57058,56808
LRIG3,1004871,1005372,1005122;1005121
LRIT1,882943,883443,883193
LRIT2,882935,883435,883185
LRIT3,400373,400873,400623
LRMP,987817,988317,988067;988067;988067
LRP1,1003976,1004476,1004226;1004226
LRP10,1111396,1111896,1111646
LRP11,606117,606617,606367
LRP12,748953,749453,749203;749203
LRP1B,195821,196321,196071
LRP2,209486,209986,209736
LRP3,1346324,1346824,1346574
LRP4,931181,931681,931431
LRP6,981424,981924,981674
LRP8,26647,27147,26897;26897
LRPAP1,346756,347256,347006
LRPPRC,146488,146988,146738
LRR1,1124758,1125258,1125008;1125008
LRRC1,557854,558354,558104
LRRC10,1010217,1010717,1010467
LRRC10B,938349,938849,938599
LRRC14,769024,769524,769274
LRRC14B,440817,441162,440912
LRRC15,343022,343522,343272
LRRC16A,543664,544164,543914
LRRC16B,1111986,1112486,1112236
LRRC17,667859,668366,668116;668109
LRRC18,865004,865504,865254
LRRC19,782837,783338,783088;783087
LRRC2,269280,269780,269530
LRRC20,876008,876514,876264;876258;876261;876263
LRRC23,978721,979222,978971;978972
LRRC24,769029,769529,769279
LRRC25,1338736,1339236,1338986
LRRC26,839368,839868,839618
LRRC27,907015,907515,907265
LRRC28,1203296,1203796,1203546
LRRC29,1238297,1238797,1238547;1238547
LRRC3,1413497,1413997,1413747
LRRC31,330770,331270,331020
LRRC32,945901,946401,946151;946151
LRRC34,330742,331242,330992;330992
LRRC36,1238347,1238857,1238597;1238607
LRRC37A2,1272140,1272640,1272390
LRRC37A3,1281291,1281802,1281552;1281541;1281552
LRRC37B,1265019,1265519,1265269
LRRC38,6671,7171,6921;6921
LRRC39,50072,50572,50322
LRRC3B,259309,259809,259559;259559
LRRC4,680418,680918,680668
LRRC40,35086,35586,35336
LRRC41,23135,23635,23385
LRRC42,26956,27457,27206;27206;27207
LRRC43,1036548,1037048,1036798
LRRC45,1289835,1290335,1290085
LRRC46,1272799,1273299,1273049
LRRC47,1607,2107,1857
LRRC49,1188973,1189493,1189243;1189223
LRRC4B,1355009,1355517,1355259;1355267
LRRC4C,928451,928951,928701;928701
LRRC52,82507,83007,82757
LRRC56,907979,908479,908229
LRRC57,1174821,1175321,1175071
LRRC58,306011,306511,306261
LRRC59,1274082,1274582,1274332
LRRC6,762996,763496,763246
LRRC61,691593,692093,691843;691843
LRRC63,1065534,1066034,1065784
LRRC69,742210,742710,742460
LRRC70,471504,472004,471754
LRRC71,78196,78696,78446
LRRC72,624866,625366,625116
LRRC73,552764,553264,553014
LRRC74A,1138372,1138872,1138622
LRRC74B,1425325,1425825,1425575
LRRC75A,1258042,1258542,1258292
LRRC75B,1427119,1427619,1427369
LRRC8A,835158,835667,835408;835417;835408
LRRC8B,44746,45267,44996;45017
LRRC8C,44800,45300,45050
LRRC8D,44894,45404,45144;45144;45154
LRRC8E,1333458,1333958,1333708
LRRCC1,739162,739662,739412
LRRFIP1,243645,244177,243927;243895;243927
LRRFIP2,264585,265085,264835;264835;264835;264835
LRRIQ1,1017930,1018430,1018180
LRRIQ3,37082,37582,37332
LRRK1,1204130,1204630,1204380
LRRK2,995524,996024,995774
LRRN1,247897,248397,248147
LRRN2,102071,102578,102328;102321;102328
LRRN3,671948,672448,672198
LRRN4,1362063,1362564,1362314;1362313
LRRN4CL,938939,939439,939189
LRRTM1,164642,165142,164892
LRRTM2,509672,510172,509922
LRRTM3,874285,874785,874535
LRRTM4,163251,163751,163501;163501
LRSAM1,834442,834943,834692;834693
LRTM1,273458,273977,273708;273727
LRTM2,976179,976682,976429;976432
LRTOMT,943606,944110,943856;943856;943856;943860
LRWD1,667635,668135,667885
LSAMP,304059,304559,304309
LSG1,343173,343673,343423;343423
LSM1,715170,715670,715420
LSM10,18182,18682,18432
LSM11,519152,519652,519402
LSM12,1270917,1271417,1271167
LSM14A,1346813,1347313,1347063;1347063
LSM14B,1389395,1389895,1389645
LSM2,546912,547412,547162
LSM3,253086,253586,253336
LSM4,1338698,1339199,1338948;1338949
LSM5,632850,633350,633100
LSM6,418537,419037,418787
LSM7,1330646,1331146,1330896
LSM8,675495,675995,675745
LSMEM1,672643,673143,672893;672893
LSMEM2,271135,271635,271385
LSP1,908648,909157,908907;908898;908905;908906;908904;908906
LSR,1347351,1347851,1347601;1347601;1347601
LSS,1414384,1414874,1414634
LST1,546801,547302,547052;547052;547052;547051
LTA,546794,547295,547045;547044
LTA4H,1023429,1023929,1023679
LTB,546800,547300,547050
LTB4R,1112116,1112618,1112366;1112368;1112367
LTB4R2,1112115,1112615,1112365
LTBP1,140962,141556,141212;141306
LTBP2,1137265,1137765,1137515
LTBP3,940373,940873,940623;940623
LTBP4,1350033,1350535,1350285;1350283
LTBR,978457,978961,978711;978707;978711
LTC4S,530177,530677,530427
LTF,269229,269730,269480;269479
LTN1,1405742,1406242,1405992
LTV1,603107,603607,603357
LUC7A,1274243,1274743,1274493
LUC7L,1204917,1205306,1205056
LUC7L2,686095,686605,686355;686345
LUM,1020967,1021467,1021217
LURAP1,23085,23585,23335
LURAP1L,775723,776223,775973;775973
LUZP1,11466,11998,11748;11716
LUZP2,919970,920470,920220
LUZP4,1497540,1498040,1497790
LUZP6,684389,684889,684639
LVRN,498216,498716,498466
LXN,325172,325672,325422
LY6D,768086,768586,768336
LY6E,768202,768704,768452;768454
LY6G6C,546869,547369,547119
LY6G6D,546866,547366,547116
LY6G6F,546862,547362,547112
LY6H,768273,768774,768523;768523;768524
LY6K,768043,768543,768293;768293
LY75,204757,205257,205007
LY86,534319,534819,534569
LY9,80133,80633,80383
LY96,733604,734104,733854
LYAR,347134,347634,347384
LYG1,174335,174835,174585
LYL1,1336088,1336588,1336338;1336338
LYN,724549,725049,724799
LYNX1,768078,768582,768332;768332;768328
LYPD1,191090,191591,191340;191341;191341
LYPD2,768069,768569,768319
LYPD3,1351466,1351966,1351716
LYPD4,1350656,1351156,1350906;1350906
LYPD5,1351634,1352144,1351894;1351885;1351884
LYPD6,199470,199970,199720;199720
LYPD6B,199324,199824,199574
LYPLA1,723660,724160,723910;723910
LYPLA2,11809,12309,12059
LYPLA3,1238806,1239306,1239056
LYPLAL1,109424,109924,109674
LYRM1,1215122,1215623,1215373;1215372;1215372;1215373
LYRM2,576199,576699,576449
LYRM4,533655,534155,533905;533905
LYRM5,987889,988389,988139
LYRM7,505820,506320,506070
LYRM9,1262950,1263455,1263205;1263200
LYSMD1,75320,75820,75570
LYSMD2,1179415,1179922,1179665;1179666;1179672
LYSMD3,485479,485979,485729
LYSMD4,1203537,1204037,1203787;1203787
LYST,117766,118266,118016
LYVE1,913006,913506,913256
LYZ,1010086,1010586,1010336
LYZL1,854731,855231,854981
LYZL2,855402,855902,855652
LYZL4,267203,267703,267453
LYZL6,1266980,1267480,1267230
LZIC,4752,5252,5002
LZTFL1,268918,269455,269168;269205
LZTR1,1425293,1425793,1425543;1425543
LZTS1,706209,706709,706459
LZTS2,891321,891822,891571;891572
M1AP,161814,162314,162064;162064
M6PR,979766,980266,980016;980016
M9,1349036,1349536,1349286
MAATS1,305687,306187,305937
MAB21L1,1060166,1060666,1060416
MAB21L2,420740,421240,420990;420990
MAB21L3,58078,58578,58328
MACC1,626711,627211,626961
MACF1,19688,20188,19938
MACROD1,939677,940177,939927
MACROD2,1366635,1367319,1367069;1366885
MAD1L1,617719,618219,617969
MAD2L1,405482,405983,405733;405732
MAD2L1BP,552823,553326,553076;553073
MAD2L2,5621,6126,5876;5871
MADCAM1,1329733,1330230,1329980
MADD,931356,931856,931606;931606;931606
MAEA,345630,346140,345880;345890;345890
MAEL,83223,83730,83473;83480
MAF,1244483,1244984,1244734;1244733
MAF1,768732,769232,768982
MAFA,768409,768909,768659
MAFB,1378705,1379205,1378955
MAFF,1433924,1434424,1434174;1434174
MAFG,1289785,1290287,1290037;1290035;1290035
MAFK,617368,617871,617618;617621
MAG,1347373,1347874,1347624;1347623
MAGEA1,1516521,1517021,1516771
MAGEA10,1515931,1516431,1516181
MAGEA11,1514674,1515174,1514924
MAGEA12,1516229,1516729,1516479
MAGEA2,1516239,1516739,1516489
MAGEA2B,1516219,1516720,1516469;1516470
MAGEA3,1516211,1516711,1516461
MAGEA4,1515818,1516321,1516071;1516068;1516070;1516070
MAGEA6,1516247,1516747,1516497
MAGEA8,1514782,1515282,1515032
MAGEA9,1514709,1515209,1514959
MAGEA9B,1514612,1515112,1514862
MAGEB1,1455408,1455911,1455660;1455661;1455658
MAGEB10,1454191,1454691,1454441;1454441
MAGEB16,1458186,1458686,1458436
MAGEB2,1455394,1455894,1455644
MAGEB3,1455402,1455902,1455652
MAGEB4,1455408,1455908,1455658
MAGEB6,1453383,1453883,1453633
MAGEC1,1510773,1511273,1511023
MAGEC2,1510923,1511424,1511174;1511173
MAGED1,1466051,1466596,1466301;1466346;1466316
MAGED2,1467694,1468195,1467945;1467945;1467945;1467944
MAGED4,1466241,1466741,1466491
MAGED4B,1466184,1466684,1466434
MAGEE1,1478102,1511269,1478352;1511019
MAGEE2,1477780,1478280,1478030
MAGEF1,338191,338691,338441
MAGEH1,1468017,1468517,1468267
MAGEL2,1165347,1165847,1165597
MAGI1,278989,279489,279239;279239
MAGI2,656124,656624,656374
MAGI3,56717,57217,56967
MAGIX,1464784,1465284,1465034
MAGOH,26603,27103,26853
MAGOHB,980598,981098,980848
MAK,536444,536944,536694
MAK16,712824,713324,713074;713074
MAL,172222,172722,172472
MAL2,756263,756763,756513
MALL,179813,180314,180063;180064
MALRD1,849611,850111,849861
MALSU1,628252,628752,628502
MALT1,1318612,1319112,1318862
MAMDC2,805665,806165,805915;805915
MAMDC4,839209,839709,839459
MAML1,530146,530646,530396
MAML2,955748,956249,955999;955998
MAML3,415526,416026,415776;415776
MAMLD1,1515043,1515543,1515293
MAMSTR,1354092,1354593,1354343;1354342
MAN1A1,590860,591360,591110;591110
MAN1A2,58706,59206,58956
MAN1B1,839326,839826,839576
MAN1C1,12722,13222,12972
MAN2A1,495079,495579,495329;495329
MAN2A2,1199124,1199624,1199374
MAN2B1,1335870,1336370,1336120
MAN2B2,348277,348777,348527
MAN2C1,1191231,1191731,1191481
MANBA,396830,397330,397080
MANBAL,1377009,1377509,1377259
MANEA,579037,579537,579287
MANEAL,18880,19381,19130;19131;19130
MANF,271688,272188,271938
MANSC1,981466,981966,981716
MANSC4,989177,989677,989427
MAOA,1462035,1462557,1462285;1462307;1462285
MAOB,1462148,1462648,1462398
MAP1A,1175305,1175805,1175555
MAP1B,476268,476768,476518
MAP1LC3A,1375614,1376120,1375870;1375864
MAP1LC3B,1248379,1248879,1248629;1248629
MAP1LC3B2,1033713,1034213,1033963
MAP1LC3C,120832,121332,121082
MAP2,229521,230099,229771;229849;229849
MAP2K1,1186740,1187240,1186990
MAP2K2,1331544,1332044,1331794
MAP2K3,1260438,1260940,1260688;1260690
MAP2K4,1255807,1256307,1256057
MAP2K5,1187318,1187821,1187568;1187571;1187568
MAP2K6,1283550,1284050,1283800
MAP2K7,1333466,1333966,1333716
MAP3K1,468622,469122,468872
MAP3K10,1349830,1350330,1350080
MAP3K11,940401,940901,940651
MAP3K12,1002161,1002661,1002411;1002411
MAP3K13,338477,339017,338727;338767
MAP3K14,1271542,1272042,1271792
MAP3K15,1450044,1450544,1450294
MAP3K2,188427,188927,188677
MAP3K3,1280694,1281194,1280944;1280944
MAP3K4,611731,612231,611981
MAP3K5,599581,600081,599831
MAP3K6,13597,14097,13847
MAP3K7,576673,577173,576923;576923
MAP3K7CL,1405792,1406300,1406042;1406050
MAP3K8,855304,855804,855554;855554
MAP3K9,1135342,1135864,1135614;1135613;1135601;1135592;1135592
MAP4,270005,270542,270292;270292;270255
MAP4K1,1349036,1349536,1349286
MAP4K2,939996,940496,940246
MAP4K3,144209,144709,144459;144459
MAP4K4,175534,176034,175784;175784;175784;175784
MAP4K5,1125225,1125725,1125475
MAP6,945400,945900,945650
MAP6D1,337748,338248,337998
MAP7,599448,599948,599698;599698;599698
MAP7D1,18061,18561,18311;18311
MAP7D2,1450345,1450845,1450595;1450595
MAP7D3,1507944,1508447,1508194;1508194;1508197
MAP9,423137,423638,423387;423388
MAPK1,1425735,1426235,1425985
MAPK10,388503,389176,388879;388926;388810;388753
MAPK11,1439979,1440479,1440229
MAPK12,1439975,1440475,1440225;1440225
MAPK14,549022,549522,549272;549272
MAPK15,768552,769052,768802
MAPK1IP1L,1127485,1127985,1127735;1127735
MAPK3,1219734,1220234,1219984
MAPK4,1314486,1315031,1314736;1314781
MAPK6,1179556,1180057,1179806;1179807
MAPK7,1259485,1259985,1259735;1259735
MAPK8,864700,865247,864950;864978;864997
MAPK8IP1,930664,931164,930914
MAPK8IP2,1440144,1440526,1440394
MAPK8IP3,1205545,1206045,1205795
MAPK9,530426,530926,530676
MAPKAP1,833570,834070,833820
MAPKAPK2,103180,103680,103430
MAPKAPK3,271301,271804,271554;271551;271554
MAPKAPK5,1031354,1031855,1031605;1031604
MAPKBP1,1174434,1174934,1174684;1174684
MAPRE1,1374750,1375250,1375000
MAPRE2,1306721,1307253,1307003;1306971;1306971
MAPRE3,137973,138495,138223;138245
MAPT,1271830,1272359,1272109;1272080;1272080
MARC2,110211,110711,110461
MARCH1,427256,428141,427506;427891
MARCH10,1280287,1280787,1280537
MARCH11,448656,449156,448906
MARCH2,1333721,1334221,1333971
MARCH3,503750,504250,504000;504000
MARCH4,232995,233495,233245
MARCH5,886968,887468,887218;887218
MARCH6,445743,446243,445993
MARCH7,204661,205172,204911;204922;204913
MARCH8,862958,863488,863238;863208
MARCH9,1004289,1004789,1004539
MARCKS,588114,588614,588364;588364
MARCKSL1,16151,16652,16401;16402
MARCO,184226,184726,184476
MARK1,110101,110601,110351;110351
MARK2,939514,940014,939764;939764;939764;939764
MARK3,1151651,1152152,1151901;1151902
MARK4,1352359,1352859,1352609
MARS,1004155,1004655,1004405
MARS2,223662,224162,223912
MARVELD1,889679,890179,889929
MARVELD2,474922,475422,475172;475172
MARVELD3,1240497,1240997,1240747
MASA,386664,387164,386914
MASP1,339481,339981,339731;339731
MASP2,5304,5804,5554
MAST1,1335956,1336456,1336206
MAST2,22885,23385,23135
MAST3,1338586,1339086,1338836
MAST4,473513,474217,473967;473763;473879;473944;473967;473763
MASTL,853665,854165,853915
MAT1A,880967,881467,881217
MAT2A,167260,167760,167510
MAT2B,522032,522533,522282;522283
MATK,1331375,1331882,1331625;1331632
MATN1,15349,15849,15599
MATN2,745593,746103,745843;745843;745853
MATN3,134483,134983,134733
MATN4,1381014,1381515,1381265;1381264
MATR3,509871,510381,510121;510131;510121;510131
MAVS,1360960,1361460,1361210
MAX,1132510,1133010,1132760
MAZ,1219575,1220075,1219825;1219825
MB,1432631,1433134,1432884;1432881
MB21D2,342294,342794,342544
MBD1,1314346,1314847,1314596;1314597;1314596
MBD2,1316318,1316818,1316568;1316568
MBD3,1330278,1330778,1330528;1330528
MBD3L2,1333006,1333506,1333256
MBD3L3,1333011,1333511,1333261
MBD3L4,1333002,1333502,1333252
MBD3L5,1332997,1333497,1333247
MBD4,310556,311056,310806
MBD5,198766,199266,199016
MBD6,1004173,1004673,1004423
MBIP,1118120,1118620,1118370
MBL2,867208,867708,867458
MBLAC1,666445,666945,666695;666695
MBLAC2,485452,485952,485702
MBNL1,321970,322485,322220;322220;322235;322235;322220
MBNL2,1091078,1091594,1091344;1091328
MBNL3,1506051,1506590,1506339;1506340;1506301;1506314
MBOAT1,541131,541631,541381
MBOAT2,128948,129448,129198
MBOAT4,711154,711654,711404
MBOAT7,1356828,1357328,1357078;1357078;1357078;1357078
MBP,1327807,1328365,1328115;1328057;1328114
MBTD1,1274513,1275013,1274763
MBTPS1,1246742,1247242,1246992
MBTPS2,1451206,1451706,1451456
MC1R,1249659,1250093,1249909;1249909
MC2R,1297400,1297900,1297650
MC3R,1386458,1386958,1386708
MCAM,967304,967804,967554
MCAT,1436394,1436894,1436644
MCC,496882,497479,497132;497229;497132
MCCC1,337385,337885,337635
MCCC2,476008,476508,476258
MCCD1,546773,547273,547023
MCEE,160055,160555,160305
MCEMP1,1333352,1333852,1333602
MCF2,1509640,1510173,1509890;1509890;1509906;1509923
MCF2L,1098952,1099468,1099218;1099202
MCF2L2,337550,338050,337800
MCFD2,147945,148461,148211;148198;148198;148195
MCIDAS,467828,468328,468078
MCL1,75027,75527,75277
MCM10,846544,847044,846794
MCM2,309635,310135,309885;309885
MCM3,557099,557599,557349
MCM3AP,1414412,1414874,1414662
MCM4,720589,721089,720839
MCM5,1432523,1433023,1432773
MCM7,666432,666932,666682;666682;666682
MCM8,1362012,1362512,1362262;1362262
MCM9,590653,591153,590903
MCMBP,900759,901259,901009
MCMDC2,730044,730544,730294;730294
MCOLN1,1333275,1333775,1333525
MCOLN2,42482,42982,42732
MCOLN3,42507,43008,42758;42757
MCPH1,699285,699785,699535
MCRS1,1000195,1000695,1000445
MCTP1,487775,488377,488025;488127
MCTP2,1200821,1201350,1201100;1201071
MCTS1,1500146,1500647,1500397;1500396
MCU,877168,877669,877418;877419
MCUR1,537932,538432,538182
MDC1,546367,546867,546617
MDFI,551827,552328,552077;552078;552077
MDFIC,673864,674364,674114;674114
MDGA1,549857,550357,550107;550107
MDGA2,1123561,1124298,1123811;1124048
MDH1,156284,156785,156534;156535;156535
MDH1B,228192,228692,228442;228442
MDH2,654421,654922,654671;654672
MDK,930912,931412,931162;931162;931162;931162
MDM1,1009578,1010078,1009828
MDM2,1009815,1010316,1010066;1010065;1010066
MDM4,101993,102498,102248;102243
MDN1,576289,576789,576539
MDP1,1112068,1112568,1112318
ME1,573095,573595,573345
ME2,1314645,1315145,1314895
ME3,950902,951402,951152;951152;951152
MEA1,552515,553015,552765
MECOM,330408,331167,330917;330659;330658
MECP2,1516957,1517459,1517209;1517207
MECR,14529,15029,14779
MED1,1268648,1269148,1268898
MED10,443756,444256,444006
MED11,1252162,1252662,1252412
MED12,1475447,1475947,1475697
MED12L,321379,321879,321629
MED13,1279916,1280416,1280166
MED13L,1033572,1034072,1033822
MED14,1460575,1461075,1460825
MED15,1425055,1425556,1425305;1425306
MED16,1329928,1330428,1330178;1330178
MED17,954469,954969,954719
MED18,14078,14578,14328
MED19,936450,936950,936700
MED20,551969,552469,552219
MED21,988802,989302,989052
MED22,837443,837943,837693;837693
MED23,596999,597499,597249
MED24,1268950,1269450,1269200
MED25,1354642,1355142,1354892
MED26,1337851,1338351,1338101
MED27,836813,837313,837063
